# OUI vendor lookup table - generated by scripts/update_oui.ps1
# Source: https://www.wireshark.org/download/automated/data/manuf
# Format: <6-hex-lowercase-prefix><TAB><Vendor Name>
# 24-bit MA-L entries only.

000000	00:00:00
001c47	HollysysAuto
001c48	WiDeFi
001c49	ZoltanTechno
001c4a	AVM
001c4b	Gener8
001c4c	PetrotestIns
001c4d	AplixIPHoldi
001c4e	TASAInternat
001c4f	Macab
001c50	TCLTechnolyE
001c51	CelenoCommun
001c52	Visionee
001c53	SynergyLight
001c54	HillstoneNet
001c55	KaifaTechnol
001c56	Pado
001c57	Cisco
001c58	Cisco
001c59	DevonIt
001c5a	AdvancedRela
001c5b	ChubbElectro
001c5c	IntegratedMe
001c5d	LeicaMicrosy
001c5e	ASTONFrance
001c5f	WinlandElect
001c60	CSPFrontierT
001c61	GalaxyMicros
001c62	LGElectronic
001c63	Truen
001c64	LandisGyr
001c65	JoeScan
001c66	Ucamp
001c67	PumpkinNetwo
001c68	AnhuiSunCrea
001c69	PacketVision
001c6a	WeissEnginee
001c6b	COVAX
001c6c	30805
001c6d	KyohritsuEle
001c6e	NewburyNetwo
001c6f	Emfit
001c70	NovacommLtda
001c71	EmergentElec
001c72	MayerCie
001c73	AristaNetwor
001c74	SyswanTechno
001c75	Segnet
001c76	WandsworthGr
001c77	Prodys
001c78	WyplaySas
001c79	CohesiveFina
001c7a	PerfectoneNe
001c7b	CastlenetTec
001c7c	Perq
001c7d	ExcelpointMa
001c7e	Toshiba
001c7f	CheckPointSo
001c80	NewBusinessD
001c81	NextGenVentu
001c82	GenewTechnol
001c83	NewLevelTele
001c84	STLSolution
001c85	Eunicorn
001c86	Cranite
001c87	Uriver
001c88	Transystem
001c89	ForceCommuni
001c8a	Cirrascale
001c8b	MJInnovation
001c8c	DialTechnolo
001c8d	MesaImaging
001c8e	AlcatelLucen
001c8f	AdvancedElec
001c90	Empacket
001c91	Gefen
001c92	Tervela
001c93	ExaDigm
001c94	LICORBioscie
001c95	Opticomm
001c96	LinkwiseTech
001c97	EnzytekTechn
001c98	LuckyTechnol
001c99	ShunraSoftwa
001c9a	NokiaDanmark
001c9b	FEIGELECTRON
001c9c	NortelNetwor
001c9d	Liecthi
001c9e	DualtechIT
001c9f	Razorstream
001ca0	ProductionRe
001ca1	AkamaiTechno
001ca2	ADBBroadband
001ca3	Terra
001ca4	Sony
001ca5	Zygo
001ca6	Win4NET
001ca7	Internationa
001ca8	AirTiesWirel
001ca9	Audiomatica
001caa	Bellon
001cab	MeyerSoundLa
001cac	QniqTechnolo
001cad	Telecommunic
001cae	WiChorus
001caf	PlatoNetwork
001cb0	Cisco
001cb1	Cisco
001cb2	Bpt
001cb3	Apple
001cb4	IridiumSatel
001cb5	NeihuaNetwor
001cb6	DuzonCNT
001cb7	USCDigiArk
001cb8	CBC
001cb9	KwangSungEle
001cba	VerScient
001cbb	MusicianLink
001cbc	CastGrabber
001cbd	EzzeMobileTe
001cbe	Nintendo
001cbf	Intel
001cc0	Intel
001cc1	Commscope
001cc2	PartIIResear
001cc3	Commscope
001cc4	HewlettPacka
001cc5	3Com
001cc6	ProStor
001cc7	RembrandtTec
001cc8	INDUSTRONICI
001cc9	KaiseElectro
001cca	GaozhiScienc
001ccb	ForthPublic
001ccc	BlackBerryRT
001ccd	Alektrona
001cce	ByTechdesign
001ccf	Limetek
001cd0	Circleone
001cd1	WavesAudio
001cd2	KingChampion
001cd3	ZPEngineerin
001cd4	NokiaDanmark
001cd5	ZeeVee
001cd6	NokiaDanmark
001cd7	HarmanBecker
001cd8	BlueAntWirel
001cd9	GlobalTopTec
001cda	ExeginTechno
001cdb	Carpoint
001cdc	CustomComput
001cdd	CowbellEngin
001cde	InteractiveM
001cdf	BelkinIntern
001ce0	DasanTps
001ce1	IndraSistema
001ce2	AtteroTech
001ce3	Optimedical
001ce4	EleSy
001ce5	MBSElectroni
001ce6	Innes
001ce7	RoconResearc
001ce8	Cummins
001ce9	GalaxyTechno
001cea	ScientificAt
001ceb	NortelNetwor
001cec	Mobilesoft
001ced	Environnemen
001cee	SHARP
001cef	PrimaxElectr
001cf0	DLink
001cf1	SUPoXTechnol
001cf2	TenlonTechno
001cf3	EVSBroadcast
001cf4	MediaTechnol
001cf5	WiseblueTech
001cf6	Cisco
001cf7	AudioScience
001cf8	ParadeTechno
001cf9	Cisco
001cfa	Alarmcom
001cfb	Commscope
001cfc	SumitomoElec
001cfd	UniversalEle
001cfe	Quartics
001cff	NaperaNetwor
001d00	Brivo
001d01	NeptuneDigit
001d02	CybertechTel
001d03	DesignSoluti
001d04	ZipitWireles
001d05	CooperLighti
001d06	HMElectronic
001d07	SangFeiConsu
001d08	JiangsuYinhe
001d09	Dell
001d0a	DavisInstrum
001d0b	PowerStandar
001d0c	MobileCompia
001d0d	SonyInteract
001d0e	AgaphaTechno
001d0f	TpLinkTechno
001d10	LightHausLog
001d11	AnalogueMicr
001d12	Rohm
001d13	NextGTV
001d14	SperadtoneIn
001d15	DolphinElect
001d16	Sfr
001d17	DigitalSky
001d18	PowerInnovat
001d19	Arcadyan
001d1a	OvisLink
001d1b	SangeanElect
001d1c	Gennet
001d1d	InterM
001d1e	KyushuTen
001d1f	SiauliuTauro
001d20	Comtrend
001d21	AlcadSL
001d22	FossAnalytic
001d23	Sensus
001d24	AclaraPowerL
001d25	SamsungElect
001d26	Rockridgesou
001d27	NacIntercom
001d28	Sony
001d29	Doro
001d2a	BulTech
001d2b	PontTechnolo
001d2c	WavetrendTec
001d2d	Pylone
001d2e	RuckusWirele
001d2f	QuantumVisio
001d30	YXWireless
001d31	HighproInter
001d32	LongkayCommu
001d33	Maverick
001d34	SYRISTechnol
001d35	ViconicsElec
001d36	ElectronicsI
001d37	ThalesPandaT
001d38	SeagateTechn
001d39	Moohadigital
001d3a	mhacoustics
001d3b	NokiaDanmark
001d3c	Muscle
001d3d	Avidyne
001d3e	SakaTechnoSc
001d3f	Mitron
001d40	Intel–GECare
001d41	HardyInstrum
001d42	NortelNetwor
001d43	GlinkDigital
001d44	Krohne
001d45	Cisco
001d46	Cisco
001d47	Covote
001d48	SensorTechni
001d49	InnovationWi
001d4a	CarestreamHe
001d4b	GridConnect
001d4c	AlcatelLucen
001d4d	AdaptiveReco
001d4e	TCMMobile
001d4f	Apple
001d50	Spinetix
001d51	BabcockWilco
001d52	Defzone
001d53	S&OElectroni
001d54	SunnicTechno
001d55	ZANTAZ
001d56	KramerElectr
001d57	CAETECMesste
001d58	CQ
001d59	MitraEnergyI
001d5a	2Wire
001d5b	TecvanInform
001d5c	TomCommunica
001d5d	ControlDynam
001d5e	ComingMedia
001d5f	OverSpeed
001d60	ASUSTekCOMPU
001d61	BIJ
001d62	InPhaseTechn
001d63	MieleCie
001d64	AdamCommunic
001d65	MicrowaveRad
001d66	HyundaiTelec
001d67	Amec
001d68	ThomsonTelec
001d69	KnorrBremseI
001d6a	AlphaNetwork
001d6b	Commscope
001d6c	ClariPhyComm
001d6d	ConfidantInt
001d6e	NokiaDanmark
001d6f	ChainzoneTec
001d70	Cisco
001d71	Cisco
001d72	Wistron
001d73	Buffalo
001d74	TianjinChina
001d75	Radioscape
001d76	Eyeheight
001d77	NSGate
001d78	InvengoInfor
001d79	Signamax
001d7a	WidebandSemi
001d7b	IceEnergy
001d7c	ABEElettroni
001d7d	GigaByteTech
001d7e	CiscoLinksys
001d7f	TekronIntern
001d80	HuahuanEletr
001d81	GuangzhouGat
001d82	GNNetcom
001d83	Emitech
001d84	Gateway
001d85	CallDirectCe
001d86	ShinwaIndust
001d87	VigTechLabsS
001d88	Clearwire
001d89	VaultStor
001d8a	TechTrex
001d8b	ADBBroadband
001d8c	LaCrosseTech
001d8d	FlukeProcess
001d8e	Alereon
001d8f	PureWaveNetw
001d90	EMCOFlow
001d91	Digitize
001d92	MicroStarInt
001d93	Modacom
001d94	ClimaxTechno
001d95	Flash
001d96	WatchGuardVi
001d97	AlertusTechn
001d98	NokiaDanmark
001d99	CyanOptic
001d9a	GodexInterna
001d9b	HokuyoAutoma
001d9c	RockwellAuto
001d9d	ArtjoyIntern
001d9e	AxionTechnol
001d9f	MATTRPTraczy
001da0	HengYuElectr
001da1	Cisco
001da2	Cisco
001da3	SabiOso
001da4	SystemTechno
001da5	WBElectronic
001da6	MediaNumeric
001da7	SeamlessInte
001da8	TakahataElec
001da9	CastlesTechn
001daa	DrayTek
001dab	SwissQualLic
001dac	Gigamon
001dad	SinotechEngi
001dae	ChangTsengTe
001daf	NortelNetwor
001db0	FuJianHengTo
001db1	CrescendoNet
001db2	HokkaidoElec
001db3	HPNSupplyCha
001db4	KumhoEng
001db5	JuniperNetwo
001db6	BestCommNetw
001db7	TendrilNetwo
001db8	Intoto
001db9	WellspringWi
001dba	Sony
001dbb	DynamicSyste
001dbc	Nintendo
001dbd	Versamed
001dbe	Commscope
001dbf	RadiientTech
001dc0	EnphaseEnerg
001dc1	AudinateL
001dc2	Xortec
001dc3	RIKORTV
001dc4	AIOI
001dc5	JiaxunFeihon
001dc6	SNR
001dc7	L3Communicat
001dc8	NavionicsRes
001dc9	GainSpan
001dca	PAVElectroni
001dcb	ExénsDevelop
001dcc	AyonCyberSec
001dcd	Commscope
001dce	Commscope
001dcf	Commscope
001dd0	Commscope
001dd1	Commscope
001dd2	Commscope
001dd3	Commscope
001dd4	Commscope
001dd5	Commscope
001dd6	Commscope
001dd7	Algolith
001dd8	Microsoft
001dd9	HonHaiPrecis
001dda	Mikroelektro
001ddb	CBEL
001ddc	DeChangLongT
001ddd	DatHK
001dde	ZhejiangBroa
001ddf	SunitecEnter
001de0	Intel
001de1	Intel
001de2	RadionorComm
001de3	Intuicom
001de4	VisioneeredI
001de5	Cisco
001de6	Cisco
001de7	MarineSonicT
001de8	NikkoDenkiTs
001de9	NokiaDanmark
001dea	CommtestInst
001deb	DINECInterna
001dec	Marusys
001ded	GridNet
001dee	NextvisionSi
001def	Trimm
001df0	Vidient
001df1	Intego
001df2	Netflix
001df3	SBSScienceTe
001df4	MagellanTech
001df5	Sunshine
001df6	SamsungElect
001df7	RSTAHLSchalt
001df8	WebproVision
001df9	Cybiotronics
001dfa	FujianLANDIC
001dfb	NETCLEUS
001dfc	Ksic
001dfd	NokiaDanmark
001dfe	Palm
001dff	NetworkCriti
001e00	ShantouInsti
001e01	RenesasTechn
001e02	SougouKeikak
001e03	LiComm
001e04	HansonResear
001e05	XseedTechnol
001e06	Wibrain
001e07	WinyTechnolo
001e08	CentecNetwor
001e09	ZEFATEK
001e0a	SybaTech
001e0b	HewlettPacka
001e0c	SherwoodInfo
001e0d	Micran
001e0e	MaxiViewHold
001e0f	BriotInterna
001e10	HuaweiTechno
001e11	EleluxIntern
001e12	Ecolab
001e13	Cisco
001e14	Cisco
001e15	BeechHillEle
001e16	Keytronix
001e17	Stn
001e18	RadioActivit
001e19	Gtri
001e1a	BestSourceTa
001e1b	DigitalStrea
001e1c	SWSAustralia
001e1d	EastCoastDat
001e1e	HoneywellLif
001e1f	NortelNetwor
001e20	Intertain
001e21	Qisda
001e22	ARVOOImaging
001e23	ElectronicEd
001e24	ZhejiangBell
001e25	IntekDigital
001e26	Digifriends
001e27	SBNTECH
001e28	Lumexis
001e29	Hypertherm
001e2a	Netgear
001e2b	RadioDesign
001e2c	CyVerse
001e2d	Stim
001e2e	SIRTI
001e2f	DiMoto
001e30	Shireen
001e31	infomark
001e32	Zensys
001e33	Inventec
001e34	CryptoMetric
001e35	Nintendo
001e36	Ipte
001e37	UniversalGlo
001e38	BluecardSoft
001e39	ComsysCommun
001e3a	NokiaDanmark
001e3b	NokiaDanmark
001e3c	LyngboxMedia
001e3d	Alpsalpine
001e3e	KMW
001e3f	TrellisWareT
001e40	DareGlobalTe
001e41	MicrowaveCom
001e42	Teltonika
001e43	Aisin
001e44	Santec
001e45	Sony
001e46	Commscope
001e47	PTHariffDaya
001e48	WiLinks
001e49	Cisco
001e4a	Cisco
001e4b	CityTheatric
001e4c	HonHaiPrecis
001e4d	WelkinScienc
001e4e	DAKOEDVIngen
001e4f	Dell
001e50	BattistoniRe
001e51	ConverterInd
001e52	Apple
001e53	FurtherTech
001e54	TOYOELECTRIC
001e55	COWON
001e56	BallyWulffEn
001e57	ALCOMAspolsr
001e58	DLink
001e59	SiliconTurnk
001e5a	Commscope
001e5b	Unitron
001e5c	RBGeneralEko
001e5d	Holosysdoo
001e5e	COmputime
001e5f	KwikByte
001e60	DigitalLight
001e61	ITEC
001e62	Siemon
001e63	VibroMeter
001e64	Intel
001e65	Intel
001e66	RESOLElektro
001e67	Intel
001e68	QuantaComput
001e69	Thomson
001e6a	BluexonTechn
001e6b	CiscoSPVTG
001e6c	Opaque
001e6d	ITR&DCenter
001e6e	FirstMileCom
001e6f	MagnaPowerEl
001e70	Chelton
001e71	MIrcomGroupC
001e72	Pcs
001e73	zte
001e74	SagemcomBroa
001e75	LGElectronic
001e76	ThermoFisher
001e77	Air2App
001e78	OwitekTechno
001e79	Cisco
001e7a	Cisco
001e7b	RI
001e7c	Taiwick
001e7d	SamsungElect
001e7e	NortelNetwor
001e7f	CBMAmerica
001e80	Icotera
001e81	CNBTechnolog
001e82	SanDisk
001e83	LANMANStanda
001e84	PikaTechnolo
001e85	Lagotek
001e86	MEL
001e87	Realease
001e88	AndorSystemS
001e89	CRFS
001e8a	eCopy
001e8b	InfraAccessK
001e8c	ASUSTekCOMPU
001e8d	Commscope
001e8e	Hunkeler
001e8f	Canon
001e90	ElitegroupCo
001e91	KIMINElectro
001e92	Jeulin
001e93	CiriTech
001e94	SupercomTech
001e95	Sigmalink
001e96	Sepura
001e97	MediumLinkSy
001e98	GreenLineCom
001e99	VantanolIndu
001e9a	HAMILTONBona
001e9b	SanEisha
001e9c	Fidustron
001e9d	RecallTechno
001e9e	ddmhoptschul
001e9f	Visioneering
001ea0	XLNt
001ea1	Brunata
001ea2	Symx
001ea3	NokiaDanmark
001ea4	NokiaDanmark
001ea5	ROBOTOUS
001ea6	BestITWorld
001ea7	ActiontecEle
001ea8	DatangMobile
001ea9	Nintendo
001eaa	ESenzaTechno
001eab	TeleWell
001eac	Armadeus
001ead	WingtechGrou
001eae	AUMOVIO
001eaf	OphirOptroni
001eb0	ImesDElectro
001eb1	Cryptsoft
001eb2	LGInnotek
001eb3	PrimexWirele
001eb4	UnifatTechno
001eb5	EverSparkleT
001eb6	TAGHeuer
001eb7	TBTech
001eb8	Aloys
001eb9	SingFaiTechn
001eba	HighDensityD
001ebb	BluelightTec
001ebc	WintechAutom
001ebd	Cisco
001ebe	Cisco
001ebf	HaasAutomati
001ec0	MicrochipTec
001ec1	3ComEurope
001ec2	Apple
001ec3	Kozio
001ec4	Celio
001ec5	MiddleAtlant
001ec6	LevitonManuf
001ec7	2Wire
001ec8	RapidMobile
001ec9	Dell
001eca	NortelNetwor
001ecb	RPCEnergoaut
001ecc	Cdvi
001ecd	KYLANDTechno
001ece	BISATechnolo
001ecf	PhilipsElect
001ed0	Ingespace
001ed1	TKHSecurity
001ed2	RayShineVide
001ed3	DotTechnolog
001ed4	DobleEnginee
001ed5	TekonAutomat
001ed6	AlentecOrion
001ed7	HStreamWirel
001ed8	DigitalUnite
001ed9	MitsubishiPr
001eda	WesemannElek
001edb	GikenTrastem
001edc	Sony
001edd	Wasko
001ede	Byd
001edf	MasterIndust
001ee0	Urmet
001ee1	SamsungElect
001ee2	SamsungElect
001ee3	T&WElectroni
001ee4	ACSSolutions
001ee5	CiscoLinksys
001ee6	AdvancedVide
001ee7	Epic
001ee8	Mytek
001ee9	StoneridgeEl
001eea	SensorSwitch
001eeb	TalkAPhone
001eec	CompalInform
001eed	Adventiq
001eee	ETL
001eef	CantronicInt
001ef0	GigafinNetwo
001ef1	Servimat
001ef2	MicroMotion
001ef3	From2
001ef4	L3Communicat
001ef5	HitekAutomat
001ef6	Cisco
001ef7	Cisco
001ef8	Emfinity
001ef9	PascomKommun
001efa	PROTEI
001efb	TrioMotionTe
001efc	JscMassaK
001efd	Microbit20
001efe	LEVELsro
001eff	MuellerElekt
001f00	NokiaDanmark
001f01	NokiaDanmark
001f02	PixelmetrixP
001f03	Num
001f04	Granch
001f05	iTASTechnolo
001f06	IntegratedDi
001f07	AZTEQMobile
001f08	Risco
001f09	Jastec
001f0a	NortelNetwor
001f0b	FederalState
001f0c	IntelligentD
001f0d	L3Communicat
001f0e	JapanKyastem
001f0f	SelectEngine
001f10	ToledoDoBras
001f11	Openmoko
001f12	JuniperNetwo
001f13	S
001f14	NexG
001f15	Bioscrypt
001f16	Wistron
001f17	IDX
001f18	HakusanMfg
001f19	BenRiElectro
001f1a	Prominvest
001f1b	RoyalTek
001f1c	KOBISHIELECT
001f1d	AtlasMateria
001f1e	AstecTechnol
001f1f	EdimaxTechno
001f20	LogitechEuro
001f21	InnerMongoli
001f22	SourcePhoton
001f23	DGSDiagnosti
001f24	DigitviewTec
001f25	MBS
001f26	Cisco
001f27	Cisco
001f28	HPNSupplyCha
001f29	HewlettPacka
001f2a	Accm
001f2b	OrangeLogic
001f2c	StarbridgeNe
001f2d	ElectroOptic
001f2e	TriangleRese
001f2f	Berker
001f30	Travelping
001f31	Radiocomp
001f32	Nintendo
001f33	Netgear
001f34	LungHwaElect
001f35	Air802
001f36	BellwinInfor
001f37	GenesisI&C
001f38	Positron
001f39	Construccion
001f3a	HonHaiPrecis
001f3b	Intel
001f3c	Intel
001f3d	Qbit
001f3e	RPTechnikeK
001f3f	AVM
001f40	Speakercraft
001f41	RuckusWirele
001f42	Etherstack
001f43	EntesElektro
001f44	GETransporta
001f45	Enterasys
001f46	NortelNetwor
001f47	MCSLogic
001f48	Mojix
001f49	ManhattanTV
001f4a	Albentia
001f4b	LineagePower
001f4c	RosemanEngin
001f4d	Segnetics
001f4e	ConMedLinvat
001f4f	Thinkware
001f50	Swissdis
001f51	HDCommunicat
001f52	UVTUnternehm
001f53	GEMACChemnit
001f54	LorexTechnol
001f55	HoneywellSec
001f56	DigitalForec
001f57	PhonikInnova
001f58	EMHEnergieme
001f59	KronbackTrac
001f5a	BeckwithElec
001f5b	Apple
001f5c	NokiaDanmark
001f5d	NokiaDanmark
001f5e	DynaTechnolo
001f5f	Blatand
001f60	Compass
001f61	TalentCommun
001f62	JSCStilsoft
001f63	JSCGoodwinEu
001f64	AutelanTechn
001f65	KoreaElectri
001f66	Planar
001f67	Hitachi
001f68	MartinssonEl
001f69	PingoodTechn
001f6a	PacketFluxTe
001f6b	LGElectronic
001f6c	Cisco
001f6d	Cisco
001f6e	VtechEnginee
001f6f	FujianSunnad
001f70	BotikTechnol
001f71	xGTechnology
001f72	QingDaoHipho
001f73	TeraviewTech
001f74	EigenDevelop
001f75	GiBahnMedia
001f76	AirLogic
001f77	HeolDesign
001f78	BlueFoxPorin
001f79	LodamElectro
001f7a	WiWide
001f7b	TechNexion
001f7c	WitelcomAS
001f7d	EmbeddedWire
001f7e	Commscope
001f7f	Phabrix
001f80	Lucas
001f81	AccelSemicon
001f82	CalCompElect
001f83	TeleplanTech
001f84	GigleSemicon
001f85	AprivaISS
001f86	digEcor
001f87	Skydigital
001f88	FMSForceMeas
001f89	Signalion
001f8a	EllionDigita
001f8b	CacheIQ
001f8c	CCS
001f8d	Ingenieurbue
001f8e	MetrisUSA
001f8f	BellmannDigi
001f90	ActiontecEle
001f91	DBSLodgingTe
001f92	MotorolaSolu
001f93	Xiotech
001f94	LascarElectr
001f95	SagemcomBroa
001f96	Aprotech
001f97	BERTANA
001f98	DaiichiDents
001f99	SERONICS
001f9a	NortelNetwor
001f9b	Posbro
001f9c	Havis
001f9d	Cisco
001f9e	Cisco
001f9f	ThomsonTelec
001fa0	A10Networks
001fa1	Gtran
001fa2	DatronWorldC
001fa3	T&WElectroni
001fa4	GongjinElect
001fa5	BlueWhiteInd
001fa6	Stilo
001fa7	SonyInteract
001fa8	SmartEnergyI
001fa9	AtlantaDTH
001faa	Taseon
001fab	ISHighTech
001fac	Goodmill
001fad	BrownInnovat
001fae	BlickSouthAf
001faf	NextIO
001fb0	TimeIPS
001fb1	Cybertech
001fb2	SontheimIndu
001fb3	2Wire
001fb4	SmartShare
001fb5	IOInterconne
001fb6	ChiLinTechno
001fb7	WiMateTechno
001fb8	UniversalRem
001fb9	Paltronics
001fba	BoyoungTech
001fbb	Xenatech
001fbc	EVGA
001fbd	KyoceraWirel
001fbe	MopnetIndust
001fbf	FulhuaMicroe
001fc0	ControlExpre
001fc1	HanlongTechn
001fc2	JowTongTechn
001fc3	SmartSynch
001fc4	Commscope
001fc5	Nintendo
001fc6	ASUSTekCOMPU
001fc7	CasioHitachi
001fc8	UpTodayIndus
001fc9	Cisco
001fca	Cisco
001fcb	NIWSolutions
001fcc	SamsungElect
001fcd	SamsungElect
001fce	Qtech
001fcf	MSITechnolog
001fd0	GigaByteTech
001fd1	Optex
001fd2	CommtechTech
001fd3	RIVANetworks
001fd4	4Ipnet
001fd5	MICRORISCsro
001fd6	Allywll
001fd7	Telerad
001fd8	ATrustComput
001fd9	RSDCommunica
001fda	NortelNetwor
001fdb	NetworkSuppl
001fdc	MobileSafeTr
001fdd	Gdi
001fde	NokiaDanmark
001fdf	NokiaDanmark
001fe0	EdgeVelocity
001fe1	HonHaiPrecis
001fe2	HonHaiPrecis
001fe3	LGElectronic
001fe4	Sony
001fe5	InCircuit
001fe6	Alphion
001fe7	Simet
001fe8	KURUSUGAWAEl
001fe9	Printrex
001fea	AppliedMedia
001feb	TrioDatacom
001fec	SynapseÉlect
001fed	Tecan
001fee	ubisystechno
001fef	ShinseiIndus
001ff0	AudioPartner
001ff1	ParadoxHella
001ff2	VIATechnolog
001ff3	Apple
001ff4	PowerMonitor
001ff5	KongsbergDef
001ff6	PSAudioInter
001ff7	NakajimaAllP
001ff8	SiemensSecto
001ff9	AdvancedKnow
001ffa	Coretree
001ffb	GreenPacketB
001ffc	RicciusSohn
001ffd	IndigoMobile
001ffe	HPNSupplyCha
001fff	Respironics
002000	LexmarkInter
002001	DspSolutions
002002	SeritechEnte
002003	PixelPower
002004	YamatakeHone
002005	SimpleTechno
002006	GarrettCommu
002007	Sfa
002008	CableCompute
002009	PackardBellE
00200a	SourceComm
00200b	Octagon
00200c	Adastra
00200d	CarlZeiss
00200e	NSSLGlobalTe
00200f	EBRAINS
002010	JeolSystemTe
002011	Canopus
002012	CamtronicsMe
002013	DiversifiedT
002014	GlobalView
002015	ActisCompute
002016	ShowaElectri
002017	Orbotech
002018	CisTechnolog
002019	Ohler
00201a	MRVCommunica
00201b	NorthernTele
00201c	Excel
00201d	KatanaProduc
00201e	Netquest
00201f	BestPowerTec
002020	MegatronComp
002021	AlgorithmsSo
002022	NMSCommunica
002023	TCTechnologi
002024	PacificCommu
002025	ControlTechn
002026	Amkly
002027	MingFortuneI
002028	WestEgg
002029	Teleprocessi
00202a	NVDzine
00202b	AdvancedTele
00202c	Welltronix
00202d	Taiyo
00202e	DaystarDigit
00202f	ZetaCommunic
002030	AnalogDigita
002031	Tattile
002032	AlcatelTaise
002033	SynapseTechn
002034	RotecIndustr
002035	IBM
002036	BmcSoftware
002037	SeagateTechn
002038	VmeMicrosyst
002039	Scinets
00203a	DigitalBi0Me
00203b	Wisdm
00203c	Eurotime
00203d	HoneywellEnv
00203e	LogiCanTechn
00203f	Juki
002040	Commscope
002041	DataNet
002042	Datametrics
002043	Neuron
002044	Genitech
002045	IONNetworks
002046	Ciprico
002047	Steinbrecher
002048	MarconiCommu
002049	Comtron
00204a	Pronet
00204b	Autocomputer
00204c	MitronComput
00204d	Inovis
00204e	NetworkSecur
00204f	DeutscheAero
002050	KoreaCompute
002051	Verilink
002052	Ragula
002053	HuntsvilleMi
002054	SycamoreNetw
002055	Altech
002056	Neoproducts
002057	TITZEDATENTE
002058	AlliedSignal
002059	MiroComputer
00205a	ComputerIden
00205b	Kentrox
00205c	InterNetFlor
00205d	Nanomatic
00205e	CastleRock
00205f	GammadataCom
002060	ALCATELITALI
002061	GarrettCom
002062	ScorpionLogi
002063	WiproInfotec
002064	ProtecMicros
002065	SupernetNetw
002066	GeneralMagic
002067	Private
002068	Isdyne
002069	Isdn
00206a	OsakaCompute
00206b	KonicaMinolt
00206c	EvergreenTec
00206d	DataRace
00206e	Xact
00206f	Flowpoint
002070	Hynet
002071	Ibr
002072	WorklinkInno
002073	Fusion
002074	Sungwoon
002075	MotorolaComm
002076	Reudo
002077	Kardios
002078	Runtop
002079	Mikron
00207a	WiSECommunic
00207b	Intel
00207c	Autec
00207d	AdvancedComp
00207e	Finecom
00207f	KyoeiSangyo
002080	Synergy
002081	TitanElectro
002082	Oneac
002083	Presticom
002084	OcePrinting
002085	Eaton
002086	MicrotechEle
002087	Memotec
002088	GlobalVillag
002089	T3PlusNetwor
00208a	SonixCommuni
00208b	LapisTechnol
00208c	GalaxyNetwor
00208d	CmdTechnolog
00208e	ChevinSoftwa
00208f	ECITelecom
002090	AdvancedComp
002091	J125National
002092	ChessEnginee
002093	LandingsTech
002094	Cubix
002095	RivaElectron
002096	Invensys
002097	AppliedSigna
002098	Hectronic
002099	BonElectric
00209a	3Do
00209b	ErsatElectro
00209c	PrimaryAcces
00209d	LippertAutom
00209e	BrownSOperat
00209f	MercuryCompu
0020a0	OaLaboratory
0020a1	Dovatron
0020a2	GalcomNetwor
0020a3	Harmonic
0020a4	MultipointNe
0020a5	ApiEngineeri
0020a6	ProximWirele
0020a7	PairgainTech
0020a8	SastTechnolo
0020a9	WhiteHorseIn
0020aa	EricssonTele
0020ab	MicroIndustr
0020ac	InterflexDat
0020ad	Linq
0020ae	OrnetDataCom
0020af	3Com
0020b0	GatewayDevic
0020b1	ComtechResea
0020b2	GKDGesellsch
0020b3	Tattile
0020b4	TermaElektro
0020b5	YaskawaElect
0020b6	AgileNetwork
0020b7	NamaquaCompu
0020b8	PrimeOption
0020b9	Metricom
0020ba	CenterForHig
0020bb	Zax
0020bc	LongReachNet
0020bd	NiobraraRD
0020be	LanAccess
0020bf	AehrTest
0020c0	PulseElectro
0020c1	SAXA
0020c2	TexasMemory
0020c3	CounterSolut
0020c4	Inet
0020c5	EagleTechnol
0020c6	Nectec
0020c7	AKAIProfessi
0020c8	Larscom
0020c9	Victron
0020ca	DigitalOcean
0020cb	PretecElectr
0020cc	DigitalServi
0020cd	HybridNetwor
0020ce	LogicalDesig
0020cf	TestMeasurem
0020d0	Versalynx
0020d1	Microcompute
0020d2	RadDataCommu
0020d3	OstOuestStan
0020d4	Cabletron
0020d5	Vipa
0020d6	Breezecom
0020d7	JAPANMINICOM
0020d8	NortelNetwor
0020d9	PanasonicTec
0020da	AlcatelLucen
0020db	XnetTechnolo
0020dc	DensitronTai
0020dd	Cybertec
0020de	JapanDigital
0020df	KyosanElectr
0020e0	ActiontecEle
0020e1	AlamarElectr
0020e2	InformationR
0020e3	McdKencom
0020e4	HsingTechEnt
0020e5	ApexData
0020e6	LidkopingMac
0020e7	B&WNuclearSe
0020e8	Datatrek
0020e9	Dantel
0020ea	EfficientNet
0020eb	CincinnatiMi
0020ec	Techware
0020ed	GigaByteTech
0020ee	Gtech
0020ef	Usc
0020f0	UniversalMic
0020f1	AltosIndia
0020f2	Oracle
0020f3	Raynet
0020f4	Spectrix
0020f5	Pandatel
0020f6	NetTekAndKar
0020f7	Cyberdata
0020f8	CarreraCompu
0020f9	ParalinkNetw
0020fa	Gde
0020fb	OctelCommuni
0020fc	MatroxCentra
0020fd	ItvTechnolog
0020fe	TopwareGrand
0020ff	SymmetricalT
002100	GemtekTechno
002101	Aplicaciones
002102	UpdateLogic
002103	GHIElectroni
002104	GigasetTechn
002105	AlcatelLucen
002106	RIMTestingSe
002107	Seowonintech
002108	NokiaDanmark
002109	NokiaDanmark
00210a	bydsign
